sample,nm,period,height,gap,theta_1,theta_2,transmittance
71,1,0.6117196538,0.42016753219999997,0.10027573769999999,13.2660524776,26.627101521,0.2942550208
72,0,0.5817458981,0.3825749238,0.1013021191,13.9210195982,27.0953229538,0.33586755310000005
72,1,0.5817458981,0.3825749238,0.1013021191,13.9210195982,27.0953229538,0.3650288496
72,2,0.5817458981,0.3825749238,0.1013021191,13.9210195982,27.0953229538,0.2910832932
73,0,0.624481767,0.43834149619999996,0.1007522183,12.1921101648,26.920912050300004,0.6671922163
73,1,0.624481767,0.43834149619999996,0.1007522183,12.1921101648,26.920912050300004,0.28014111799999997
74,0,0.6508592336,0.3869476725,0.093028769,13.8348969873,29.7356759529,0.0845531332
74,1,0.6508592336,0.3869476725,0.093028769,13.8348969873,29.7356759529,0.3991389193
74,2,0.6508592336,0.3869476725,0.093028769,13.8348969873,29.7356759529,0.0943345779
74,3,0.6508592336,0.3869476725,0.093028769,13.8348969873,29.7356759529,0.0155346006
75,0,0.5464984603999999,0.4328624597,0.1030610342,11.5474953873,26.9237279063,0.6301975864
76,0,0.5980471613,0.3751129232,0.0948902836,14.0216504026,27.5772268636,0.2564332636
76,1,0.5980471613,0.3751129232,0.0948902836,14.0216504026,27.5772268636,0.1949605784
76,2,0.5980471613,0.3751129232,0.0948902836,14.0216504026,27.5772268636,0.39264137409999994
77,0,0.6211398774,0.41658074079999996,0.0939425099,13.1891035983,28.3894393546,0.6993601151000001
77,1,0.6211398774,0.41658074079999996,0.0939425099,13.1891035983,28.3894393546,0.23563824870000002
78,0,0.6198848875999999,0.4213446934,0.09604150310000001,12.318274842200001,26.420677210500003,0.2643021281
78,1,0.6198848875999999,0.4213446934,0.09604150310000001,12.318274842200001,26.420677210500003,0.08807156279999999
78,2,0.6198848875999999,0.4213446934,0.09604150310000001,12.318274842200001,26.420677210500003,0.2949110332
78,3,0.6198848875999999,0.4213446934,0.09604150310000001,12.318274842200001,26.420677210500003,0.2533916515
79,0,0.6487570231,0.4399758045,0.1015835514,12.4416797673,26.3734261464,0.7295714552000001
79,1,0.6487570231,0.4399758045,0.1015835514,12.4416797673,26.3734261464,0.2175904099
80,0,0.5900424136,0.3976278605,0.1067536167,12.120634824100001,27.4721831733,0.3257330361
80,1,0.5900424136,0.3976278605,0.1067536167,12.120634824100001,27.4721831733,0.1763812263
80,2,0.5900424136,0.3976278605,0.1067536167,12.120634824100001,27.4721831733,0.0893604952
81,0,0.6484680107999999,0.38062118659999994,0.101515189,12.140855170999998,26.2985562716,0.7028850148999999
81,1,0.6484680107999999,0.38062118659999994,0.101515189,12.140855170999998,26.2985562716,0.22940873229999997
82,0,0.5960295778,0.4381265107,0.0924705768,13.0176086009,26.591609913000003,0.3145475732
82,1,0.5960295778,0.4381265107,0.0924705768,13.0176086009,26.591609913000003,0.2772730193
82,2,0.5960295778,0.4381265107,0.0924705768,13.0176086009,26.591609913000003,0.1740287813
83,0,0.5444453091,0.4030488621,0.1095496918,12.085696115,27.6817091741,0.5630871645
84,0,0.5541592175,0.40210413219999996,0.0953822525,12.1334316402,28.3206506567,0.3332404512
84,1,0.5541592175,0.40210413219999996,0.0953822525,12.1334316402,28.3206506567,0.5027916463000001
84,2,0.5541592175,0.40210413219999996,0.0953822525,12.1334316402,28.3206506567,0.0374646099
85,0,0.6082646750999999,0.43667309369999996,0.1041542463,13.4068381183,29.905959301,0.709633585
85,1,0.6082646750999999,0.43667309369999996,0.1041542463,13.4068381183,29.905959301,0.24271718379999999
86,0,0.6571052072,0.38203937530000004,0.10148837720000001,12.632674807,28.6117638352,0.0937474309
86,1,0.6571052072,0.38203937530000004,0.10148837720000001,12.632674807,28.6117638352,0.3261133178
86,2,0.6571052072,0.38203937530000004,0.10148837720000001,12.632674807,28.6117638352,0.520340271
86,3,0.6571052072,0.38203937530000004,0.10148837720000001,12.632674807,28.6117638352,0.0386890785
87,0,0.6293936802000001,0.4286215468,0.1022924006,12.966498711099998,26.671052934499997,0.6933845351
87,1,0.6293936802000001,0.4286215468,0.1022924006,12.966498711099998,26.671052934499997,0.2604224832
88,0,0.5426202111999999,0.36864641119999997,0.0928390664,12.973605426199999,28.6856323467,0.14322446949999998
88,1,0.5426202111999999,0.36864641119999997,0.0928390664,12.973605426199999,28.6856323467,0.1878921529
88,2,0.5426202111999999,0.36864641119999997,0.0928390664,12.973605426199999,28.6856323467,0.5346419468
89,0,0.6414872219,0.40320669579999996,0.0936818235,13.6987857673,28.498862853800002,0.7250495071999999
89,1,0.6414872219,0.40320669579999996,0.0936818235,13.6987857673,28.498862853800002,0.1984259143
90,0,0.5550673107999999,0.3811643353,0.1099337775,12.3410565902,28.6033398716,0.3059319873
90,1,0.5550673107999999,0.3811643353,0.1099337775,12.3410565902,28.6033398716,0.27574252829999996
90,2,0.5550673107999999,0.3811643353,0.1099337775,12.3410565902,28.6033398716,0.3081005304
91,0,0.5641236483,0.3786242711,0.0964136266,12.9230312554,28.068834517,0.6436979901
92,0,0.6402971062,0.392109638,0.10382720869999999,13.2425542922,26.3682116466,0.16474665460000001
92,1,0.6402971062,0.392109638,0.10382720869999999,13.2425542922,26.3682116466,0.11541578820000001
92,2,0.6402971062,0.392109638,0.10382720869999999,13.2425542922,26.3682116466,0.1710257728
92,3,0.6402971062,0.392109638,0.10382720869999999,13.2425542922,26.3682116466,0.0354437423
93,0,0.5730154418,0.43430356340000004,0.10003436289999999,12.406817897,29.1827158224,0.6835410949
94,0,0.5564660441,0.4048388408,0.093310567,13.7166189756,27.187600943699998,0.3111019255
94,1,0.5564660441,0.4048388408,0.093310567,13.7166189756,27.187600943699998,0.1460205668
94,2,0.5564660441,0.4048388408,0.093310567,13.7166189756,27.187600943699998,0.2744741541
95,0,0.635442599,0.4103655233,0.0914640567,13.335437213199999,29.4750899683,0.7156189352000001
95,1,0.635442599,0.4103655233,0.0914640567,13.335437213199999,29.4750899683,0.19744718
96,0,0.6413364578,0.4034405505,0.10462640990000001,12.8257263531,25.2800061015,0.1676602568
96,1,0.6413364578,0.4034405505,0.10462640990000001,12.8257263531,25.2800061015,0.046114931399999996
96,2,0.6413364578,0.4034405505,0.10462640990000001,12.8257263531,25.2800061015,0.4659511218
96,3,0.6413364578,0.4034405505,0.10462640990000001,12.8257263531,25.2800061015,0.0946274699
97,0,0.5500419057,0.4013200263,0.0992199974,13.2330593995,29.995131633200003,0.6291653225
98,0,0.5507841153999999,0.37266219479999996,0.0939437109,12.311760805599999,26.8960461794,0.2606492664
98,1,0.5507841153999999,0.37266219479999996,0.0939437109,12.311760805599999,26.8960461794,0.5176842655
98,2,0.5507841153999999,0.37266219479999996,0.0939437109,12.311760805599999,26.8960461794,0.06740196700000001
99,0,0.5899725881,0.429994759,0.09576740880000001,12.3925839745,25.6679573343,0.6875152156000001
99,1,0.5899725881,0.429994759,0.09576740880000001,12.3925839745,25.6679573343,0.27602615849999995
100,0,0.5591454651,0.4362815898,0.1023929791,12.7906564382,25.776735099,0.3220975396
100,1,0.5591454651,0.4362815898,0.1023929791,12.7906564382,25.776735099,0.4708559003
100,2,0.5591454651,0.4362815898,0.1023929791,12.7906564382,25.776735099,0.0479417165
101,0,0.6208341613,0.36881627710000003,0.09566692859999999,11.910710608099999,29.878400312399997,0.6615624134
101,1,0.6208341613,0.36881627710000003,0.09566692859999999,11.910710608099999,29.878400312399997,0.2642637774
102,0,0.575308024,0.40448915420000003,0.10946626279999999,11.617698685599999,29.121501272800003,0.4501380856
102,1,0.575308024,0.40448915420000003,0.10946626279999999,11.617698685599999,29.121501272800003,0.126552633
102,2,0.575308024,0.40448915420000003,0.10946626279999999,11.617698685599999,29.121501272800003,0.0377042693
103,0,0.59976871,0.4215744023,0.10911088220000001,13.185898738399999,28.451762084299997,0.6268821018
103,1,0.59976871,0.4215744023,0.10911088220000001,13.185898738399999,28.451762084299997,0.3079243395
104,0,0.5558603486,0.419572455,0.10735051300000001,11.5940663093,29.123253859400002,0.35785865619999996
104,1,0.5558603486,0.419572455,0.10735051300000001,11.5940663093,29.123253859400002,0.4699861065
104,2,0.5558603486,0.419572455,0.10735051300000001,11.5940663093,29.123253859400002,0.0998030035
105,0,0.5994093390999999,0.4339706497,0.1073396757,13.241934833800002,28.079652687800003,0.6447747955
105,1,0.5994093390999999,0.4339706497,0.1073396757,13.241934833800002,28.079652687800003,0.2949820931
106,0,0.581509895,0.43555167920000004,0.10581777839999999,13.7032440289,25.1246266773,0.3557350866
106,1,0.581509895,0.43555167920000004,0.10581777839999999,13.7032440289,25.1246266773,0.3103377537
106,2,0.581509895,0.43555167920000004,0.10581777839999999,13.7032440289,25.1246266773,0.3248417049
107,0,0.5855109945,0.4358390151,0.1086322982,13.265746259,29.4093147177,0.6833787957
107,1,0.5855109945,0.4358390151,0.1086322982,13.265746259,29.4093147177,0.2759753515
108,0,0.5702237918,0.39459741159999995,0.0947075659,13.0809215334,27.405736385300003,0.3935524848
108,1,0.5702237918,0.39459741159999995,0.0947075659,13.0809215334,27.405736385300003,0.35655212
108,2,0.5702237918,0.39459741159999995,0.0947075659,13.0809215334,27.405736385300003,0.2600514229
109,0,0.6573417404999999,0.38564308799999997,0.09659208849999999,13.9010945518,29.5946844335,0.6659563799
109,1,0.6573417404999999,0.38564308799999997,0.09659208849999999,13.9010945518,29.5946844335,0.2170999891
110,0,0.600054286,0.421062029,0.1035925305,11.7159950498,25.5510176515,0.3040569197
110,1,0.600054286,0.421062029,0.1035925305,11.7159950498,25.5510176515,0.2110417925
110,2,0.600054286,0.421062029,0.1035925305,11.7159950498,25.5510176515,0.259773993
111,0,0.6163790386,0.4058815953,0.0972892441,12.9556563342,26.0234404024,0.6514799965
111,1,0.6163790386,0.4058815953,0.0972892441,12.9556563342,26.0234404024,0.2706398
112,0,0.5986027454,0.4033622811,0.0937230046,13.9060468133,28.8590633233,0.3033749389
112,1,0.5986027454,0.4033622811,0.0937230046,13.9060468133,28.8590633233,0.2814184097
112,2,0.5986027454,0.4033622811,0.0937230046,13.9060468133,28.8590633233,0.053968932000000004
113,0,0.6490578378,0.4010466207,0.10413767560000001,12.034568813,26.201791029299997,0.7051785576999999
113,1,0.6490578378,0.4010466207,0.10413767560000001,12.034568813,26.201791029299997,0.2364242232
114,0,0.6571371594,0.4206517074,0.0957798245,11.910262816900001,26.8474290964,0.1008542931
